STATION,NAME,DATE,PRCP,TAVG
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/13/17,0,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/14/17,0,45
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/15/17,0,51
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/16/17,0,52
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/17/17,0.06,54
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/18/17,1.35,52
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/19/17,1.04,54
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/20/17,0.13,49
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/21/17,1.61,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/22/17,0.02,55
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/23/17,0,54
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/24/17,0,55
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/25/17,0.01,52
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/26/17,0,53
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/27/17,0,53
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/28/17,0,54
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/29/17,0,52
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/30/17,0,54
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/31/17,0,49
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/1/17,0.01,51
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/2/17,0.19,48
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/3/17,0.3,39
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/4/17,0.42,38
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/5/17,0.61,37
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/6/17,0,38
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/7/17,0,42
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/8/17,0.15,49
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/9/17,0.42,48
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/10/17,0.01,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/11/17,0.05,46
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/12/17,0.52,50
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/13/17,0.81,50
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/14/17,0.05,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/15/17,0.46,49
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/16/17,0.16,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/17/17,0,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/18/17,0,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/19/17,0.58,45
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/20/17,0.63,46
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/21/17,1.14,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/22/17,0.52,58
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/23/17,0.2,57
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/24/17,0.01,49
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/25/17,0.19,48
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/26/17,0.25,50
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/27/17,0,45
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/28/17,0.68,45
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/29/17,0,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/30/17,0.27,45
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/1/17,0.27,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/2/17,0.79,43
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/3/17,0.05,42
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/4/17,0,39
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/5/17,0,38
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/6/17,0,41
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/7/17,0,42
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/8/17,0,36
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/9/17,0,35
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/10/17,0,40
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/11/17,0,38
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/12/17,0,40
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/13/17,0,41
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/14/17,0,43
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/15/17,0.06,41
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/16/17,0.14,41
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/17/17,0.03,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/18/17,0.7,48
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/19/17,1,44
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/20/17,0.13,41
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/21/17,0.01,34
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/22/17,0.09,38
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/23/17,0,35
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/24/17,0.12,34
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/25/17,0.09,32
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/26/17,0,34
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/27/17,0,35
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/28/17,0.34,42
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/29/17,1.5,46
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/30/17,0.11,47
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/31/17,0,39
USW00024234,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/1/18,0,36
USW00024235,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/2/18,0,37
USW00024236,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/3/18,0,39
USW00024237,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/4/18,0.13,41
USW00024238,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/5/18,0.51,46
USW00024239,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/6/18,0.17,47
USW00024240,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/7/18,0.33,44
USW00024241,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/8/18,0.16,45
USW00024242,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/9/18,0.18,45
USW00024243,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/10/18,0.17,43
USW00024244,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/11/18,1.12,44
USW00024245,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/12/18,0.1,50
USW00024246,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/13/18,0.01,50
USW00024247,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/14/18,0,47
USW00024248,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/15/18,0.06,48
USW00024249,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/16/18,0.19,52
USW00024250,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/17/18,0.43,49
USW00024251,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/18/18,0.4,48
USW00024252,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/19/18,0.03,42
USW00024253,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/20/18,0.08,43
USW00024254,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/21/18,0.11,48
USW00024255,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/22/18,0.36,43
USW00024256,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/23/18,0.88,42
USW00024257,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/24/18,0.44,46
USW00024258,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/25/18,0.15,41
USW00024259,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/26/18,0.41,40
USW00024260,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/27/18,0.55,43
USW00024261,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/28/18,0.06,47
USW00024262,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/29/18,1.09,49
USW00024263,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/30/18,0,44
USW00024264,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/31/18,0,42
USW00024265,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/1/18,0.57,44
USW00024266,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/2/18,0.08,48
USW00024267,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/3/18,0.14,49
USW00024268,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/4/18,0.01,51
USW00024269,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/5/18,0.03,49
USW00024270,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/6/18,0.05,46
USW00024271,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/7/18,0,49
USW00024272,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/8/18,0.05,51
USW00024273,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/9/18,0,44
USW00024274,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/10/18,0,40
USW00024275,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/11/18,0,39
USW00024276,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/12/18,0,39
USW00024277,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/13/18,0.14,37
USW00024278,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/14/18,0.1,40
USW00024279,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/15/18,0.01,40
USW00024280,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/16/18,0.11,42
USW00024281,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/17/18,0.3,46
USW00024282,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/18/18,0.06,38
USW00024283,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/19/18,0,32
USW00024284,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/20/18,0,31
USW00024285,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/21/18,0.06,31
USW00024286,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/22/18,0,31
USW00024287,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/23/18,0.03,30
USW00024288,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/24/18,0.06,37
USW00024289,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/25/18,0.2,42
USW00024290,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/26/18,0,37
USW00024291,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/27/18,0.01,40
USW00024292,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2/28/18,0.15,42
USW00024293,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/1/18,0.03,44
USW00024294,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/2/18,0.18,42
USW00024295,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/3/18,0,41
USW00024296,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/4/18,0.13,40
USW00024297,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/5/18,0,41
USW00024298,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/6/18,0,44
USW00024299,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/7/18,0.04,43
USW00024300,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/8/18,0.35,45
USW00024301,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/9/18,0,46
USW00024302,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/10/18,0,44
USW00024303,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/11/18,0,51
USW00024304,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/12/18,0,57
USW00024305,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/13/18,0.27,60
USW00024306,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/14/18,0.03,47
USW00024307,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/15/18,0,45
USW00024308,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/16/18,0,47
USW00024309,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/17/18,0,46
USW00024310,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/18/18,0,46
USW00024311,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/19/18,0,45
USW00024312,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/20/18,0,46
USW00024313,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/21/18,0.1,46
USW00024314,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/22/18,0.46,47
USW00024315,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/23/18,0.35,41
USW00024316,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/24/18,0.23,41
USW00024317,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/25/18,0.04,43
USW00024318,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/26/18,0.15,44
USW00024319,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/27/18,0.08,47
USW00024320,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/28/18,0,47
USW00024321,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/29/18,0,48
USW00024322,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/30/18,0,50
USW00024323,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3/31/18,0,50
USW00024324,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/1/18,0,47
USW00024325,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/2/18,0,43
USW00024326,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/3/18,0,45
USW00024327,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/4/18,0.29,45
USW00024328,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/5/18,0.21,49
USW00024329,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/6/18,0.05,54
USW00024330,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/7/18,0.82,57
USW00024331,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/8/18,0.39,48
USW00024332,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/9/18,0,50
USW00024333,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/10/18,0.18,54
USW00024334,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/11/18,0.21,51
USW00024335,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/12/18,0.11,45
USW00024336,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/13/18,0.66,47
USW00024337,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/14/18,1.7,49
USW00024338,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/15/18,0.12,47
USW00024339,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/16/18,0.59,45
USW00024340,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/17/18,0.01,46
USW00024341,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/18/18,0,48
USW00024342,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/19/18,0,51
USW00024343,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/20/18,0,53
USW00024344,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/21/18,0.03,51
USW00024345,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/22/18,0,50
USW00024346,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/23/18,0,53
USW00024347,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/24/18,0,63
USW00024348,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/25/18,0,63
USW00024349,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/26/18,0,65
USW00024350,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/27/18,0.01,58
USW00024351,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/28/18,0.31,51
USW00024352,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/29/18,0,52
USW00024353,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4/30/18,0,51
USW00024354,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/1/18,0,52
USW00024355,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/2/18,0,55
USW00024356,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/3/18,0,61
USW00024357,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/4/18,0,56
USW00024358,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/5/18,0.01,57
USW00024359,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/6/18,0,62
USW00024360,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/7/18,0,58
USW00024361,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/8/18,0.03,62
USW00024362,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/9/18,0,60
USW00024363,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/10/18,0.04,55
USW00024364,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/11/18,0,54
USW00024365,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/12/18,0,60
USW00024366,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/13/18,0,67
USW00024367,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/14/18,0,71
USW00024368,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/15/18,0,65
USW00024369,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/16/18,0,59
USW00024370,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/17/18,0,58
USW00024371,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/18/18,0,58
USW00024372,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/19/18,0.04,60
USW00024373,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/20/18,0,60
USW00024374,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/21/18,0,60
USW00024375,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/22/18,0,63
USW00024376,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/23/18,0,68
USW00024377,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/24/18,0,62
USW00024378,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/25/18,0,60
USW00024379,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/26/18,0,59
USW00024380,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/27/18,0,60
USW00024381,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/28/18,0,61
USW00024382,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/29/18,0,58
USW00024383,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/30/18,0,56
USW00024384,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5/31/18,0,56
USW00024385,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/1/18,0,56
USW00024386,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/2/18,0,62
USW00024387,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/3/18,0.01,61
USW00024388,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/4/18,0,55
USW00024389,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/5/18,0,58
USW00024390,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/6/18,0,61
USW00024391,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/7/18,0,62
USW00024392,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/8/18,0.25,60
USW00024393,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/9/18,0.09,54
USW00024394,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/10/18,0.06,54
USW00024395,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/11/18,0,55
USW00024396,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/12/18,0,61
USW00024397,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/13/18,0.02,60
USW00024398,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/14/18,0,58
USW00024399,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/15/18,0,61
USW00024400,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/16/18,0,64
USW00024401,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/17/18,0,72
USW00024402,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/18/18,0,76
USW00024403,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/19/18,0,69
USW00024404,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/20/18,0,74
USW00024405,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/21/18,0,66
USW00024406,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/22/18,0,61
USW00024407,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/23/18,0.07,61
USW00024408,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/24/18,0.13,64
USW00024409,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/25/18,0,64
USW00024410,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/26/18,0,60
USW00024411,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/27/18,0,61
USW00024412,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/28/18,0,60
USW00024413,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/29/18,0,62
USW00024414,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6/30/18,0,63
USW00024415,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/1/18,0.04,61
USW00024416,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/2/18,0,60
USW00024417,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/3/18,0,61
USW00024418,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/4/18,0,68
USW00024419,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/5/18,0,69
USW00024420,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/6/18,0,70
USW00024421,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/7/18,0.01,65
USW00024422,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/8/18,0,67
USW00024423,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/9/18,0,67
USW00024424,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/10/18,0,63
USW00024425,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/11/18,0,68
USW00024426,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/12/18,0,73
USW00024427,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/13/18,0,75
USW00024428,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/14/18,0,72
USW00024429,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/15/18,0,78
USW00024430,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/16/18,0,78
USW00024431,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/17/18,0,74
USW00024432,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/18/18,0,67
USW00024433,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/19/18,0,63
USW00024434,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/20/18,0,62
USW00024435,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/21/18,0,67
USW00024436,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/22/18,0,71
USW00024437,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/23/18,0,76
USW00024438,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7/24/18,0,75
